identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0006102272;TREDI;33818576200162;1215 avenue Charles de Gaulle;01150;SAINT-VULBAS;AIN;AUVERGNE-RHONE-ALPES;876426.000000;6529177.000000;4326;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0005401906;RTP FRANCE;77815826100041;n° 3 Passage des Vreilles;21200;BEAUNE;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;841859.000000;6659220.000000;2154;2016Z;Fabrication de matières plastiques de base;;
0003100845;BIOGASCONHA;78905988800014;Zone Industrielle de l'Arriet;40230;BENESSE-MAREMNE;LANDES;NOUVELLE-AQUITAINE;345536.000000;6291077.000000;27572;3521Z;Production de combustibles gazeux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0005200010;POLYREY S.A.S. (usine);70980662400033;700, route de Bergerac;24150;BANEUIL;DORDOGNE;NOUVELLE-AQUITAINE;518046.000000;6417753.000000;2154;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;4.(a).(viii);matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)
0007000663;UNIPER FRANCE POWER SAS ex-EON ex-SNET;33934938000028;Rue Paul Lafargue;59171;HORNAING;NORD;HAUTS-DE-FRANCE;724192.000000;7030735.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0005701278;HACHETTE ET DRIOUT (Aciéries);37765808300011;11 avenue du Général Sarrail;52100;SAINT-DIZIER;HAUTE-MARNE;GRAND-EST;843741.000000;6839894.000000;4326;2452Z;Fonderie d'acier;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006002907;DECHETTERIE (Couzeix Les Planchettes);24871931200162;Les Planchettes;87270;COUZEIX;HAUTE-VIENNE;NOUVELLE-AQUITAINE;562704.000000;6533788.000000;2154;3832Z;Récupération de déchets triés;;
0006002919;DECHETTERIE (Limoges ZI Sud);24871931200162;Rue Léonard Samie, ZI MAGRE/ROMANET;87000;LIMOGES;HAUTE-VIENNE;NOUVELLE-AQUITAINE;565497.000000;6524420.000000;2154;3832Z;Récupération de déchets triés;;
0006103249;TERRALYS (EX FERTISERE);34530688000286;ZA rue de l'Isle;38190;VILLARD-BONNOT;ISERE;AUVERGNE-RHONE-ALPES;924629.000000;6463682.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0006506782;TRIADIS SERVICES;38454528100063;Avenue des Grenots, ZA SUDESSOR;91150;ETAMPES;ESSONNE;ILE-DE-FRANCE;636993.000000;6817218.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006505345;NOVERGIE Ile-de-France CVE d'argenteuil;62201274800753;2 rue du Chemin Vert;95100;ARGENTEUIL;VAL-D'OISE;ILE-DE-FRANCE;641806.000000;6873434.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0006105217;PRYSMIAN ENERGIE CABLES SYSTEMES FCE;32971236800011;Site de Charvieu, BP 68;38230;CHARVIEU-CHAVAGNEUX;ISERE;AUVERGNE-RHONE-ALPES;867703.000000;6518953.000000;27572;9420Z;Activités des syndicats de salariés;;
0007100057;SUEZ RV REUNION (ex SOVIDANGE);33135716000075;42 Av du Grand Piton, ZA Cambaie;97460;Saint-Paul;REUNION;REUNION;325600.000000;7671900.000000;;3822Z;Traitement et élimination des déchets dangereux;;
0006502612;SIETREM (exploitation Novergie IdF);62200040400211;Usine d'incinération, 3, RUE DU GRAND POMMERAYE;77400;SAINT-THIBAULT-DES-VIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;676078.000000;6863950.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0010000073;BEAUFOUR IPSEN INDUSTRIE;54295011800019;20 Rue Ethé Virton;28100;DREUX;EURE-ET-LOIR;CENTRE;581122.000000;6850487.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0007004371;LE FLOHIC;31269548900012;1935, rue du rôleur;59880;SAINT-SAULVE;NORD;HAUTS-DE-FRANCE;740456.000000;7030657.000000;2154;3831Z;Démantèlement d'épaves;;
0005403185;Vallourec Bearing Tubes (ex. VALTI SAS);65205253100025;Route de Courtangis;21500;MONTBARD;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;799438.000000;6725243.000000;2154;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier;;
0006301046;ARRIVE;54665036700040;BELLEVUE, BP 54;85140;LES ESSARTS;VENDEE;PAYS-DE-LA-LOIRE;377785.000000;6636327.000000;2154;1012Z;Transformation et conservation de la viande de volaille;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0006803589;PAPREC SUD-OUEST Sas;51186732700054;Agence de Mercuès, ZAC des Grands Camps;46090;MERCUES;LOT;OCCITANIE;571880.000000;6379965.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006501842;AIR LIQUIDE FRANCE INDUSTRIE;31411950400327;2 Rue Gay Lussac, ZI DE MITRY COMPANS;77290;MITRY-MORY;SEINE-ET-MARNE;ILE-DE-FRANCE;673469.000000;6876102.000000;2154;2011Z;Fabrication de gaz industriels;4.(b).(i);gaz, tels que ammoniac, chlore ou chlorure d'hydrogène, fluor ou fluorure d'hydrogène, oxydes de carbone, composés sulfuriques, oxydes d'azote, hydrogène, dioxyde de soufre, dichlorure de carbonyle
0006408755;LA PROVENCALE SA;33069726900026;ZA de l'OUVEZE;84110;VAISON-LA-ROMAINE;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;864618.000000;6350839.000000;2154;9601A;Blanchisserie-teinturerie de gros;;
0006804083;Centre de Distribution PIERRE FABRE DC;31913757600074;Zone Industrielle Joffrery;31600;MURET;HAUTE-GARONNE;OCCITANIE;565444.000000;6266146.000000;2154;7010Z;Activités des sièges sociaux;;
0006302264;DENKAVIT FRANCE;55050065600032;ZI de Méron, BP 9;49260;MONTREUIL-BELLAY;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;464735.000000;6672106.000000;2154;1091Z;Fabrication d'aliments pour animaux de ferme;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0006103805;RACINE;38343453700064;Chemin des pépinières;69150;DECINES-CHARPIEU;RHONE;AUVERGNE-RHONE-ALPES;851627.000000;6522307.000000;2154;8130Z;Services d'aménagement paysager;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0006308233;PICHARD BALME SA;42300462100011;17 rue des Petites Granges, Saint Lambert des Levées;49400;SAUMUR;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;468894.000000;6690996.000000;2154;3212Z;Fabrication d'articles de joaillerie et bijouterie;;
0007101606;Réunion Valorisation Environnement;48962788500010;ZAC Minotaure;97440;Saint-André;REUNION;REUNION;363685.000000;7682091.000000;4326;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006104447;RDM LA ROCHETTE  SAS;33351244000020;23 Avenue Maurice Franck;73110;LA ROCHETTE;SAVOIE;AUVERGNE-RHONE-ALPES;943272.000000;6488300.000000;2154;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0007000953;Société Nouvelle WM;51363480800101;Rue de Carcasonne, Ancien puits du midi;59450;SIN-LE-NOBLE;NORD;HAUTS-DE-FRANCE;707178.000000;7028775.000000;2154;2932Z;Fabrication d'autres équipements automobiles;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006307388;MCM désamiantage;42113143400027;ZA La Pécardière;72450;MONTFORT-LE-GESNOIS;SARTHE;PAYS-DE-LA-LOIRE;506836.000000;6773701.000000;2154;4399D;Autres travaux spécialisés de construction;;
0006400909;EURENCO S.A;44920741400060;Parc de Baussenq;13310;SAINT-MARTIN-DE-CRAU;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;849624.000000;6279261.000000;2154;2051Z;Fabrication de produits explosifs;;
0005702818;ARCAVI;31483054800140;CENTRE DE TRI (OM DIB), Lieudit le Bochet;08160;CHALANDRY-ELAIRE;ARDENNES;GRAND-EST;825866.000000;6957165.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0005900264;SNOP;60282001100073;480 allée Adolphe Kégresse;25460;ETUPES;DOUBS;BOURGOGNE-FRANCHE-COMTE;990241.000000;6720210.000000;4326;2550B;Découpage, emboutissage;;
0007202158;SUEZ RV SUD OUEST (ex SITA);34300451100121;Les Brandes de Quinchamps;86100;SAINT-SAUVEUR;VIENNE;NOUVELLE-AQUITAINE;522761.000000;6639452.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0006301411;CARGILL FRANCE SAS;57209969500163;Boulevard Paul Leferme;44600;SAINT-NAZAIRE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;307008.000000;6699511.000000;27572;1041A;Fabrication d'huiles et graisses brutes;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0006201232;REMONDIS France SAS;40438170900058;Parc d'activités de Fürst, 9 rue Alexandre Dreux - BP 14;57730;FOLSCHVILLER;MOSELLE;GRAND-EST;968340.000000;6893454.000000;2154;3822Z;Traitement et élimination des déchets dangereux;;
0006803836;EDILIANS (ex imerys Tuilerie Leguevin);44935422400064;Tuilerie, route de Salvetat, LIEU DIT MULATIE;31490;LEGUEVIN;HAUTE-GARONNE;OCCITANIE;560705.000000;6278993.000000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0007004006;GALLOO FRELINGHIEN RECYCLAGE;38306660200079;15, rue d'Armentières;59236;FRELINGHIEN;NORD;HAUTS-DE-FRANCE;695008.000000;7067945.000000;2154;3832Z;Récupération de déchets triés;;
0005900315;ANOXYD;30157286300019;9 rue des Echansons, BP 5;25870;GENEUILLE;DOUBS;BOURGOGNE-FRANCHE-COMTE;924871.000000;6694882.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0005702779;GALLOO FRANCE - BOURG FIDELE;38306660200095;LIEUDIT LES CINQUANTAINES, 32 RUE DU CHEVAL BLANC;08230;BOURG-FIDELE;ARDENNES;GRAND-EST;809912.000000;6977390.000000;2154;3832Z;Récupération de déchets triés;;
0054500279;EGGTEAM (SAS);33052563500075;Domaine de l'Orme, Route de Viglain;45510;NEUVY-EN-SULLIAS;LOIRET;CENTRE;643321.000000;6742620.000000;4326;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille
0006404836;BAYER CROPSCIENCE;56203889300698;355 Rue Dostoïevski;06410;BIOT;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;1029737.000000;6289469.000000;2154;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;
0006802544;BASF HEALTH AND CARE PRODUCTS FRANCE;54678006500019;Usine de Boussens - Estarac;31360;BOUSSENS;HAUTE-GARONNE;OCCITANIE;534713.000000;6232155.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0010000033;MFP MICHELIN;54209316600040;3 place Alexandre Dieu;18230;SAINT-DOULCHARD;CHER;CENTRE;653578.000000;6666647.000000;4326;2211Z;Fabrication et rechapage de pneumatiques;;
0005205400;PAPREC D3E (ex ACOOR ENVIRON(EK199);37996656700016;Chemin du Grans Pas, ZI Auguste II;33610;CESTAS;GIRONDE;NOUVELLE-AQUITAINE;405917.000000;6414370.000000;2154;3832Z;Récupération de déchets triés;;
0010008115;SETEC;30041282200011;Z.I. la Martinerie;36130;DIORS;INDRE;CENTRE;609289.000000;6637005.000000;4326;4211Z;Construction de routes et autoroutes;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;41471376800029;Zone Industrielle n° 2, BP 415;59300;VALENCIENNES;NORD;HAUTS-DE-FRANCE;733880.000000;7026722.000000;2154;2932Z;Fabrication d'autres équipements automobiles;;
0006201804;CRISTALLERIES DE SAINT-LOUIS;35343870800029;Rue Goetlosquet;57620;SAINT-LOUIS-LES-BITCHE;MOSELLE;GRAND-EST;1018675.000000;6885200.000000;2154;2313Z;Fabrication de verre creux;;
0006206973;SUEZ ORGANIQUE;34530688000559;Sous la carrière;54260;FRESNOIS-LA-MONTAGNE;MEURTHE-ET-MOSELLE;GRAND-EST;892175.000000;6936713.000000;2154;7112B;Ingénierie, études techniques;;
0006002663;EIV QUERCY CORREZE (SNCF);80833267000013;AVENUE CHARLES RIVET, ESTAVEL;19100;BRIVE-LA-GAILLARDE;CORREZE;NOUVELLE-AQUITAINE;582273.000000;6451219.000000;2154;4910Z;Transport ferroviaire interurbain de voyageurs;;
0005702148;AUTO-CASSE THIEBAULT;44406872000010;Z.I. Les Pivoisons, 12 rue Denis Papin;10430;ROSIERES-PRES-TROYES;AUBE;GRAND-EST;777754.000000;6796240.000000;2154;4532Z;Commerce de détail d'équipements automobiles;;
0005208903;MEAC Groupe SAS;77557403600104;Tinteillac - Sur la Peyrière;24320;BOURG-DES-MAISONS;DORDOGNE;NOUVELLE-AQUITAINE;499659.000000;6474551.000000;27572;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0007100060;COMPAGNIE LAITIERE DES MASCAREIGNES;31086403800032;Allée Desserte, ZI n°2;97410;Saint-Pierre;REUNION;REUNION;341993.000000;7642060.000000;;1051A;Fabrication de lait liquide et de produits frais;;
0005101540;DS SMITH PACKAGING NORD EST;45650078400362;BP 110;60130;SAINT-JUST-EN-CHAUSSEE;OISE;HAUTS-DE-FRANCE;659067.000000;6933136.000000;2154;1721A;Fabrication de carton ondulé;;
0018200159;Etablissement de Narbonne;32936852600276;Les Caritats;11120;MOUSSAN;AUDE;OCCITANIE;697468.000000;6235487.000000;2154;4211Z;Construction de routes et autoroutes;;
0018200003;CGFCI;58204015000044;Z.I. de Flassian;11300;LIMOUX;AUDE;OCCITANIE;636394.000000;6219179.000000;2154;1721B;Fabrication de cartonnages;;
0005800490;CARGILL CACAO CHOCOLATS FRANCE;41055579100020;ZI du Grand Launay, 6, avenue Philippe Lebon;76120;LE GRAND-QUEVILLY;SEINE-MARITIME;NORMANDIE;557046.000000;6924461.000000;2154;1052Z;Fabrication de glaces et sorbets;;
0003200572;RENOVA FRANCE;41804086100043;1, Rue des Chênes;03270;SAINT-YORRE;ALLIER;AUVERGNE-RHONE-ALPES;736058.000000;6550563.000000;2154;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;;
0006306781;SMURFIT KAPPA PAPCART;87080048900011;ZI Le Fief du Parc - Rue du chêne vert;44190;GETIGNE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;376892.000000;6673581.000000;2154;1721B;Fabrication de cartonnages;;
0055601934;EARL DU MANEGUEN;35255591600019;MANEGUEN;56700;MERLEVENEZ;MORBIHAN;BRETAGNE;232474.000000;6756278.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0007101623;POINT NET;39419421100014;LA JAMAIQUE;97400;Saint-Denis;REUNION;REUNION;343597.000000;7689815.000000;;3822Z;Traitement et élimination des déchets dangereux;;
0007003990;MOLINS CREAUTO;35130859800017;4 rue du Fourchon;59113;SECLIN;NORD;HAUTS-DE-FRANCE;701705.000000;7049154.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0005519874;LE PAPE;37548063800018;Menez Meur;29170;SAINT-EVARZEC;FINISTERE;BRETAGNE;178824.000000;6785815.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0007001344;MOLINS CREAUTO;35130859800025;RN 41;62149;CUINCHY;PAS-DE-CALAIS;HAUTS-DE-FRANCE;682871.000000;7046268.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0018100044;FULCHIRON INDUSTRIELLE;34329772700012;Le Brugas, Les Combes et La Coste et Les Terriers;30700;VALLABRIX;GARD;OCCITANIE;819091.000000;6329217.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0055601181;SCEA ANNIC;39150672200019;LA VILLE MAINGUY;56490;GUILLIERS;MORBIHAN;BRETAGNE;299383.000000;6787917.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0007001918;COMROD France;54208704400021;600 chemin des Hamaïdes, BP 119;59230;SAINT-AMAND-LES-EAUX;NORD;HAUTS-DE-FRANCE;731249.000000;7038627.000000;2154;2630Z;Fabrication d'équipements de communication;;
0010002231;SOCIETE JACOBI CARBONS FRANCE;56211521200036;Usine PICA, 15 route de Foëcy;18100;VIERZON;CHER;CENTRE;632103.000000;6679331.000000;4326;2059Z;Fabrication d'autres produits chimiques n.c.a.;;
0005600326;TRELLEBORG INDUSTRIE;39193339700013;ZI La Combaude, Rue de Chantemerle;63000;CLERMONT-FERRAND;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;711361.000000;6522960.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0005503692;AUTO RECYCLAGE;53305681800016;Le Pré à la Coque, Route de St-Barthélémy;22440;PLOUFRAGAN;COTES-D'ARMOR;BRETAGNE;271225.000000;6839729.000000;2154;4532Z;Commerce de détail d'équipements automobiles;;
0006511926;COMPOST TECHNOLOGIE DU MEE (CTM);44839602800020;La Compostière, Route de Limosin;77120;SAINTS;SEINE-ET-MARNE;ILE-DE-FRANCE;705612.000000;6855066.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0007101375;Communauté d'Agglomération du Sud;84813293200015;Plaine des Cafres, 30ème kilomètre;97418;Le Tampon;REUNION;REUNION;352373.000000;7656509.000000;;3821Z;Traitement et élimination des déchets non dangereux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0005207919;LASSARAT (STE);35550229500098;Pôle 4, 1 rue de la scierie;64150;OS-MARSILLON;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;408187.000000;6260850.000000;4326;4334Z;Travaux de peinture et vitrerie;;
0005106749;REMONDIS DD (ex Ets DECAMP-DUBOS);37760560500015;3, rue du Bois d'Aumont;60000;ALLONNE;OISE;HAUTS-DE-FRANCE;637139.000000;6922267.000000;2154;3832Z;Récupération de déchets triés;;
0006505930;HUTCHINSON - Persan;31439769600084;4, rue de Londres;95340;PERSAN;VAL-D'OISE;ILE-DE-FRANCE;646664.000000;6894219.000000;2154;2017Z;Fabrication de caoutchouc synthétique;;
0006700438;ABL TECHNIC;37911697300031;6 ROUTE DE SOUFFLENHEIM;67660;BETSCHDORF;BAS-RHIN;GRAND-EST;1060596.000000;6876525.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006806337;ROM RECYCLAGE ORGANIQUE MOBILE;38410281000023;ZI lieu dit COUSCOUILH;65320;BORDERES-SUR-L'ECHEZ;HAUTES-PYRENEES;OCCITANIE;461192.000000;6245923.000000;2154;2015Z;Fabrication de produits azotés et d'engrais;;
0010004774;SUEZ RV Centre Ouest - Centre Tri;34300451100386;Centre de tri - ZA de Conneuil, 4 route de Conneuil;37270;MONTLOUIS-SUR-LOIRE;INDRE-ET-LOIRE;CENTRE;534189.000000;6661175.000000;2154;3811Z;Collecte des déchets non dangereux;;
0005900458;VALINEA;43322260100018;UIOM, rue du Champ du Cerf;25200;MONTBELIARD;DOUBS;BOURGOGNE-FRANCHE-COMTE;987286.000000;6718341.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0012600356;LONS ENROBES;43373617000047;Lieu-dit Champ à l'Asne;39140;COMMENAILLES;JURA;BOURGOGNE-FRANCHE-COMTE;886873.000000;6635104.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0003013236;SUEZ ORGANIQUE;34530688000492;Lieu-dit Val Magnant;10110;BAR-SUR-SEINE;AUBE;GRAND-EST;802942.000000;6779341.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0016300069;SAPEC 1;78903800700017;Zi du  Breuil, avenue de l'avenir;63300;THIERS;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;742072.000000;6527831.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006303376;REINAL SARL;44857126500025;Parc d'activités Vendée Atlantique II, avenue des Chênes;85210;SAINT-AUBIN-LA-PLAINE;VENDEE;PAYS-DE-LA-LOIRE;388756.000000;6610698.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0010007883;SUEZ Organique - GUILLONVILLE;34530688000658;Vallée de Pérollet;28140;GUILLONVILLE;EURE-ET-LOIR;CENTRE;600442.000000;6777530.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0005304623;PASSENAUD RECYCLAGE;41224231500106;Rue de la mutualité, ZI;14100;HERMIVAL-LES-VAUX;CALVADOS;NORMANDIE;500356.000000;6898090.000000;2154;3832Z;Récupération de déchets triés;;
0005302849;LACTALIS NESTLE ULTRA FRAIS MARQUES;35006338400266;165 rue d'Orival;14100;LISIEUX;CALVADOS;NORMANDIE;499104.000000;6895922.000000;2154;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0006202326;SUEZ RV NORD EST;30536288100172;La Haie Rousse, Route de Doncière;88700;MENARMONT;VOSGES;GRAND-EST;969717.000000;6818355.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0006205027;GLACES THIRIET SAS;34383830600011;Zone industrielle, B.P.4;88510;ELOYES;VOSGES;GRAND-EST;967805.000000;6782202.000000;2154;1052Z;Fabrication de glaces et sorbets;;
0005701358;ESKA - LANGRES;55850281100182;ZI les Franchises, BP 55;52200;LANGRES;HAUTE-MARNE;GRAND-EST;875714.000000;6753584.000000;2154;3832Z;Récupération de déchets triés;;
0005101668;ARKEMA;31963279000899;ZI des Près Roseaux, BP  90013  RIEUX CEDEX;60870;VILLERS-SAINT-PAUL;OISE;HAUTS-DE-FRANCE;664024.000000;6909487.000000;4326;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0010006929;APTIV (ex- DELPHI);77567898000092;ZI Rue des Longs Réages;28230;EPERNON;EURE-ET-LOIR;CENTRE;603208.000000;6833947.000000;2154;2733Z;Fabrication de matériel d'installation électrique;;
0006515101;CHRISTIAN RECUPER;49313828300012;ZA des Marceaux, rue Gustave Eiffel;78710;ROSNY-SUR-SEINE;YVELINES;ILE-DE-FRANCE;601553.000000;6877926.000000;2154;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0007000742;DAUDRUY VAN CAUWENBERGHE et FILS;77811434800015;RUE GEORGES VAN CAUWENBERGHE, ZI de PETITE SYNTHE;59140;DUNKERQUE;NORD;HAUTS-DE-FRANCE;652315.000000;7100744.000000;2154;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005500769;JRS  MARINE PRODUCTS LANDERNEAU;63622010500010;La Grande Palud, (ex DANISCO);29800;LA FOREST-LANDERNEAU;FINISTERE;BRETAGNE;162416.000000;6840207.000000;2154;2016Z;Fabrication de matières plastiques de base;;
0005201357;LIXOL - Groupe BERKEM;64638008900011;525 Boulevard de l'Industrie;33260;LA TESTE-DE-BUSH;GIRONDE;NOUVELLE-AQUITAINE;372676.000000;6399018.000000;4326;2016Z;Fabrication de matières plastiques de base;;
0006104086;TABARD AUTOS DEMOLITION;95851002600056;65 rue des Etats-Unis;69800;SAINT-PRIEST;RHONE;AUVERGNE-RHONE-ALPES;849223.000000;6513298.000000;27572;3831Z;Démantèlement d'épaves;;
0007000757;INGREDIA;38316848100026;Zone Industrielle - Route d'Ostreville;62130;SAINT-POL-SUR-TERNOISE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;654125.000000;7032079.000000;2154;1051D;Fabrication d'autres produits laitiers;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0010005077;PROLOGIS FRANCE XLVIII EURL;45077098700037;Parc Synergie Secteur Nord;45130;MEUNG-SUR-LOIRE;LOIRET;CENTRE;600339.000000;6748701.000000;2154;6831Z;Agences immobilières;;
